# Asset Price (S) | Option Price | Delta (dV/dS)
0.000000 100.000000 -166.230347
0.601202 0.061916 -83.166538
1.202405 0.000155 -0.051493
1.803607 0.000001 -0.000129
2.404810 0.000000 -0.000001
3.006012 0.000000 -0.000000
3.607214 0.000000 -0.000000
4.208417 0.000000 -0.000000
4.809619 0.000000 -0.000000
5.410822 0.000000 -0.000000
6.012024 0.000000 -0.000000
6.613226 0.000000 -0.000000
7.214429 0.000000 -0.000000
7.815631 0.000000 -0.000000
8.416834 0.000000 -0.000000
9.018036 0.000000 -0.000000
9.619238 0.000000 -0.000000
10.220441 0.000000 -0.000000
10.821643 0.000000 -0.000000
11.422846 0.000000 -0.000000
12.024048 0.000000 -0.000000
12.625251 0.000000 -0.000000
13.226453 0.000000 -0.000000
13.827655 0.000000 -0.000000
14.428858 0.000000 -0.000000
15.030060 0.000000 -0.000000
15.631263 0.000000 -0.000000
16.232465 0.000000 -0.000000
16.833667 0.000000 -0.000000
17.434870 0.000000 -0.000000
18.036072 0.000000 -0.000000
18.637275 0.000000 -0.000000
19.238477 0.000000 -0.000000
19.839679 0.000000 -0.000000
20.440882 0.000000 -0.000000
21.042084 0.000000 -0.000000
21.643287 0.000000 -0.000000
22.244489 0.000000 -0.000000
22.845691 0.000000 -0.000000
23.446894 0.000000 -0.000000
24.048096 0.000000 -0.000000
24.649299 0.000000 -0.000000
25.250501 0.000000 -0.000000
25.851703 0.000000 -0.000000
26.452906 0.000000 -0.000000
27.054108 0.000000 -0.000000
27.655311 0.000000 -0.000000
28.256513 0.000000 -0.000000
28.857715 0.000000 -0.000000
29.458918 0.000000 -0.000000
30.060120 0.000000 -0.000000
30.661323 0.000000 -0.000000
31.262525 0.000000 -0.000000
31.863727 0.000000 -0.000000
32.464930 0.000000 -0.000000
33.066132 0.000000 -0.000000
33.667335 0.000000 -0.000000
34.268537 0.000000 -0.000000
34.869739 0.000000 -0.000000
35.470942 0.000000 -0.000000
36.072144 0.000000 -0.000000
36.673347 0.000000 -0.000000
37.274549 0.000000 -0.000000
37.875752 0.000000 -0.000000
38.476954 0.000000 -0.000000
39.078156 0.000000 -0.000000
39.679359 0.000000 -0.000000
40.280561 0.000000 -0.000000
40.881764 0.000000 -0.000000
41.482966 0.000000 -0.000000
42.084168 0.000000 -0.000000
42.685371 0.000000 -0.000000
43.286573 0.000000 -0.000000
43.887776 0.000000 -0.000000
44.488978 0.000000 -0.000000
45.090180 0.000000 -0.000000
45.691383 0.000000 -0.000000
46.292585 0.000000 -0.000000
46.893788 0.000000 -0.000000
47.494990 0.000000 -0.000000
48.096192 0.000000 -0.000000
48.697395 0.000000 -0.000000
49.298597 0.000000 -0.000000
49.899800 0.000000 -0.000000
50.501002 0.000000 -0.000000
51.102204 0.000000 -0.000000
51.703407 0.000000 -0.000000
52.304609 0.000000 -0.000000
52.905812 0.000000 -0.000000
53.507014 0.000000 -0.000000
54.108216 0.000000 -0.000000
54.709419 0.000000 -0.000000
55.310621 0.000000 -0.000000
55.911824 0.000000 -0.000000
56.513026 0.000000 -0.000000
57.114228 0.000000 -0.000000
57.715431 0.000000 -0.000000
58.316633 0.000000 -0.000000
58.917836 0.000000 -0.000000
59.519038 0.000000 -0.000000
60.120240 0.000000 -0.000000
60.721443 0.000000 -0.000000
61.322645 0.000000 -0.000000
61.923848 0.000000 -0.000000
62.525050 0.000000 -0.000000
63.126253 0.000000 -0.000000
63.727455 0.000000 -0.000000
64.328657 0.000000 -0.000000
64.929860 0.000000 -0.000000
65.531062 0.000000 -0.000000
66.132265 0.000000 -0.000000
66.733467 0.000000 -0.000000
67.334669 0.000000 -0.000000
67.935872 0.000000 -0.000000
68.537074 0.000000 -0.000000
69.138277 0.000000 -0.000000
69.739479 0.000000 -0.000000
70.340681 0.000000 -0.000000
70.941884 0.000000 -0.000000
71.543086 0.000000 -0.000000
72.144289 0.000000 -0.000000
72.745491 0.000000 -0.000000
73.346693 0.000000 -0.000000
73.947896 0.000000 -0.000000
74.549098 0.000000 -0.000000
75.150301 0.000000 61.005396
75.751503 73.353182 44.858197
76.352705 53.937712 -27.941528
76.953908 39.756154 -20.430203
77.555110 29.372338 -14.974279
78.156313 21.751009 -11.001548
78.757515 16.144024 -8.101784
79.358717 12.009385 -5.980138
79.959920 8.953478 -4.424155
80.561122 6.689760 -3.280374
81.162325 5.009140 -2.437677
81.763527 3.758686 -1.815409
82.364729 2.826284 -1.354892
82.965932 2.129557 -1.013335
83.567134 1.607844 -0.759464
84.168337 1.216374 -0.570366
84.769539 0.922034 -0.429220
85.370741 0.700279 -0.323648
85.971944 0.532878 -0.244525
86.573146 0.406261 -0.185104
87.174349 0.310308 -0.140391
87.775551 0.237454 -0.106681
88.376754 0.182035 -0.081216
88.977956 0.139800 -0.061943
89.579158 0.107554 -0.047330
90.180361 0.082890 -0.036229
90.781563 0.063992 -0.027781
91.382766 0.049486 -0.021340
91.983968 0.038333 -0.016420
92.585170 0.029743 -0.012656
93.186373 0.023115 -0.009772
93.787575 0.017993 -0.007557
94.388778 0.014029 -0.005854
94.989980 0.010955 -0.004542
95.591182 0.008568 -0.003529
96.192385 0.006711 -0.002747
96.793587 0.005265 -0.002141
97.394790 0.004136 -0.001672
97.995992 0.003255 -0.001307
98.597194 0.002565 -0.001024
99.198397 0.002024 -0.000803
99.799599 0.001599 -0.000631
100.400802 0.001265 -0.000496
101.002004 0.001003 -0.000391
