# Asset Price (S) | Option Price | Delta (dV/dS)
0.000000 43.035399 466001297765975607582688706677361332466088494158656208181116920608298384830519523087440594249218179179217646978252931072.000000
0.300300 139940329659452146462136482433517353049685934518071373009310579895861276347845108816393671410721417538901599521156890624.000000 -134760234744155859821727979534703868223054456633240798599893490469054227346647344861042490194875062487242350844534513991680.000000
0.600601 -80937077924417930025028107749012910616930201561249754955780252471230225724265554446327538853247442771165852408761332793344.000000 76595597250567278892059100677918862367301435410116574850452936356690043448266356951200016788629651488847278219017255303249920.000000
0.900901 46003501652382075624073932172599331646395603736597096928982627051226748927900787305032662410716365099367392212837905305960448.000000 -42341551564805297166127845719620333422045432635972057908124242139413470067457722738153415503014752256201044306697348947260735488.000000
1.201201 -25430442237261286801647073180913140052643279848668398181324214054379934779130581661091208219535903538436159252983674428949790720.000000 22543440431877366950767386100451002201788243368440685806550952563260917734080788414268918362208826037501060632026246760372589559808.000000
1.501502 13539649866491062748590422392015163081412105786954736688138172040154075968242788745512814816669435149912689081626304085776941449216.000000 -11458333141311107691838776763186946755764143891063404706290824347940084507018691674925819592931334503677294658144486616183253344714752.000000
1.801802 -6881907196995455234549752630032154380500341225608662012444994631233181441680661455919840593633896567299848079244669051688692043743232.000000 5516631985508992272893228916040985370638052162748574136842477638312648071631879461197358112821529949555405139854175882743694167914840064.000000
2.102102 3313306023439051071378952381428576318619570360513986670166789909013687309298679129254422067281167052656923393107522846309457606396084224.000000 -2498913664509796733138859666593930550374068191684229030546842634028211247834639180844614166196997160640374748283136777679165794590931288064.000000
2.402402 -1500855929660828712372239200339352029725790703311716867257895264682724724206626345738102995081196628330432780754394132653248631873459978240.000000 1058980870148812518276067282332252754784197673942193887469952825445009890706334702740122454112400993751322016917477440552206316094779719417856.000000
2.702703 636027859941946896759945403395790609287553065210738902523090314185893738774347733451709350217506353242768649389323281618876084910438668566528.000000 -417875739741638792898970675780589058660381901720173336586291349137365913676515103914335518938552878470562334553127236683177430420680414771281920.000000
3.003003 -250977921121178187084129983489389827378748566672946452234737690341983348205345333175047731892796232987267544180368571042506728954490339331145728.000000 152955567275479762320928566792329550781822644349927383769259276466145929293898247849997992862724502265458820633687518937492961936208805337749258240.000000
3.303303 91865841598718654503123987662919602376129632957232941912601188607774681713593720703309196165280057137251645653580475035786452445573735957047279616.000000 -51770991203592457189590991989910381681865663028729786932312928079357946325980191059524096821408357194306366105222841228662074930286372151068270264320.000000
3.603604 -31093939388487164498337987178052099495991038818575563707056459605039917513278499160445765020662827926436579026964075915866245966674981326731740184576.000000 16161557838015960524901658850162054678253328859354816393035622184069937494111036080197318948436415413186074532889194532361775922251737167669842608652288.000000
3.903904 9706733209995327805875809803543855886493754756692344926402024189434027292434029889126424601196766219616406592012916173255324971770508977697392424910848.000000 -4642650100142539790025330652880058842473555001961148959413618359138530152158300726557671770664827542785505427018628427599689167254866299003104759094706176.000000
4.204204 -2788409532463436262468315864204633692502748748089314220668402944704882046479391340440158192903086415659559990355346725453088032785343708553740684915376128.000000 1224544769448142612967288691258984784599988870621815360682350360109482616358420714670609554705592312946286020521983084282761879881448571416349121985191608320.000000
4.504505 735472030726088459570690294126149644827865458243026107630093200206263064114563916544635190734318584902907886420091423684161993965400521506430108224372867072.000000 -295827447234273016026969784055733811248332364933569937074584086790037147739987373632579144666530628335270014047300311579137928614245393663878615623332039491584.000000
4.804805 -177676930892579316642952424408293243421645927499674278063978246468069561646472333882970325323298584117941149821455143501210427478032011014254855910880960315392.000000 65248854765206585680959924292858128336988704250577558730419509793340672718108693690277187127656008250862924104069631179808830336743530486857922621552244490764288.000000
5.105105 39189236832515161918529921892666100376259715158212697324671944390136163042241914284176802987324526307586919962618371383406834743309268123977931606551822059175936.000000 -13078243029102354021652922574023419882594177719143901154914928337342688091048988150805453325028548076343614950403632699295446551666519259931363070313502799407611904.000000
5.405405 -7854978295010384378081605793701436413012204208439432956993696272698806440182450594375389273807405528826698781052133457173968261040309811060851871302331314158436352.000000 2364189380280065155109914100627370101674265712550372110684790280006112065040537919805494798374997673442614575453718127405827155316974254797302977231881619293733912576.000000
5.705706 1419972750966601301747265444443778743124060545241008902744375993105162026769293482492105786654339797310690070438525426664645994694036332879850064215630926102734569472.000000 -380293133159267478371827907634283117224479024995559517520078028692324595399201086706729994892250527869820105588276036896871053042555635830300319190979331549650959204352.000000
6.006006 -228412139158035242464111953924804348567764471428074137408242589143093081772007788014342021814677307165778335710527030315300123492104726031086154165794823899933399056384.000000 52977984842624602824483107491394233217337934351511594345742096562172903644401462020722615783118015508219254963642062604126746534660348723438823848488780870528104744878080.000000
6.306306 31820029487840821136228256635799000731705589430622116567790889921064117307687961915385838345229277962276115786247731133858206367317909589370515162149664880869420518342656.000000 -5981658274446306853420914015584451347292617909227909072166701826408750381623085660246080908989770862850170494881865683462645406668984292297724171375466473289690268452257792.000000
6.606607 -3592815964359161967674370556961406617424091069251898156775024739066426853151926329389701619493692298445673978434850901773308949547001009457529915947323724578781334580756480.000000 426703625737181159301035429058836192517129571811082929539225211362790404780519172139978465105710976598177848691207433709992126121688061317303079843405745973384009282809233408.000000
6.906907 256310273925692754353370642476622514481211400238550317126171089412765986043690949637993068646834186337002238750947851780944329031269661802300121788945117523645807846546735104.000000 21223460697016327533144256440628071711137019330948869379153433983391919158718478339588186604188414155975895533898610000415987231029340688450809434332276441615840327614699929600.000000
7.207207 12743230425486889194457604040027478886615076004888937580600449201394510471014739461321499550391171314703868872443699667966726704996012401388447769662468733517084110260094894080.000000 -15762650970083485625747527971545459420271044156882628088923685954283120144213131178093663061563861011375585372481438015240075923978132152351227603181818926571187855613999567601664.000000
7.507508 -9466801329415855483322550639566227601756009298341686653278305321388612139280353694070429012732938272033386864803953359128671163606648388128170287474511784394612973114084066066432.000000 3875540584342128036481397521635239970318036290065190965696379699361279619391471191584389868865802750037978458704129734444940153027509551489753411169393716229536448145923888142876672.000000
7.807808 2327664745838310377421184214284002825923481349878726758307114129716227550053339926390511671661683765508616393102993180427138322233641128811769184850097054023522309857876932439310336.000000 -717439039629037072797138523938260113483978009333403046793178204597850206648134711148172775534927684013409261340141955003745833922612809789169435421614941679070677694122416686271299584.000000
8.108108 -430903784896847139104567343801113250943357245319890008104395235523767162826539693051733845731302848429770408199733261834041097989951247011325191127100324708906408168867165583355936768.000000 113091041648900624147048265358024195413605837754496293655897350908063600358014472889804943126984987372790346709785267799435059321114009843016997415529691563968236392787307821066692329472.000000
8.408408 67924875201623095116118829003871902474499469914765828485384970218311652185729430409937355488098559675485838244890465553782649539566632901562120770078177558506649998399041239842157494272.000000 -15864144827737654061950191636444703374995821659945524965526319446992909725188738319053905596413376647925524373458092916890082336563124713937509574374692962779903318987770566844527161638912.000000
8.708709 -9528445815339043627450328909252412057495113503727273701780014070619843589436384724899901895935323468281510975664000383102637520893659547152476585170915534045550141220351209298278119112704.000000 2023238544524088465840798060532369710380873122721885572332247398501194127560579151541739975094526474591595964038037248423238750205548459181573001446247952684219463317216814755806806362030080.000000
9.009009 1215226209874654061175629603167751264826421447802868937774013857942756588580539986693609878209393827656868437148184143552030461606949881090974615157589127813752044737008480578675258085605376.000000 -237510148902713512300931124669861942668831507225217090628553877110441492353650963286160534869031723168585896461643542416400890305735142012416449718216169229562279905163204592321596371129860096.000000
9.309309 -142658266525523159312707282036639069956927281098428873135820542624352049419350691479399865961860770949699843365376266831532682162633472263640336758945907511658280366407996541851768879480569856.000000 25869941978971380561232535640247516636099208563550069029271998004951538665604891449204876060066419619163139709175425524935789202499732831494002609096997532734982279704247117099789893325656424448.000000
9.609610 15538717916282775971494123036323309094839060366879668497294068109325350359014111595514746649622183802571097043102860883360813101455225882027011392316157080826596457675922140144761321892568104960.000000 -2629268202682251349740722198621527172004347465106962713023122315750980481169061839186199991132653145488922533009902890681908993989269923073476887005342890706173600987732806361398325083763084623872.000000
9.909910 -1579282719937547338610785474108171480532129247575782791713971887616966945045996588760753941401689750660292912899455786843453926933432751006862051557345845217189909221346462061372802864032037994496.000000 250403171307624558976997002364596063575449956530046304732280155234124336299295012587325832455120514093343359803231249923833304376351130406921379786792568755860235443264815880329453064673813642346496.000000
10.210210 150407833797570651884908039724019253028418492589808383448546453743351019232095112861907835189924363431745780962095893944813862678277800290061667912626569415634163280893891531487149652590814558158848.000000 -22421404405164105350559498661788158132054647037971040165512533326061859866891808992102771343258738629324523538233585530123647691010480019354741585235780158369712223759255224064540256184894253325877248.000000
10.510511 -13467888234770451954897103881717280525159250264136729918786293401143708183281868787227053929500478158324942723676585121032104164793466740001771873116324069829737959512332658810112226662789105758240768.000000 1892764615390047005954982220394719210530859745486893963199138235022770306953558359057970002479466740197259338343498022955909570279997543991243830802009968168827358821215351266496229109115172661177090048.000000
10.810811 1136945972632624608157580162153388637434291527094566353551669463146568848168500215527059595902029319851912236028123080375138719743917228921072976864514050982937496587783771620383397594096786164007567360.000000 -150991076742622212192391481073426756420513207161362898680190188324925921361393217933164713739070287114304414019315727243649547159184919079225279435903079454929296257885273978333250191842792501381859115008.000000
11.111111 -90698799265185055791992505937194888951968485016697715324352292134081324709748462164329106651193607621524119255499272019555828515815841921442352584781884610645081669147770875761214687051678097503609159680.000000 11405210711461134253203813145099062172343030509330274971858350756479186056178805192208289403111059181695908076369698715735477134328618405255461669311990286542998344789390321251160955253065515037867202576384.000000
11.411411 6851113349252592904660533979110273951889710885540188219942846051804213627385521221505178279562049957114368252310781051920939807551690644441402748432881373769070428495527711354337279562858334546426771537920.000000 -817199599281687701789865438117641234031731968221397390015337527397594935705501640416372403977707663636287405849554970326053598469345275527106681660209188388162174752822344217344806327310036518621036693946368.000000
11.711712 -490901268938416943545240344902075016382637897127705165321205730955530646015489707028058078381234990715277160584332790510223295547547579908486705840257115732060611724166444270584196833821734692274281688072192.000000 55631724117725261336463027722908144735756468073860110129883833740402133831549165529568069337699493034670046184862400693237284689265971368569958321960156302386145737387623134847862420636442107732600493963214848.000000
12.012012 33419298030901964325063763707509005525181553258562623749501410816373211068845352031701030514131169803156081075666237953638049537451260261216822269695142654044866537647195334611609462934450361702636803802005504.000000 -3603464709459433965941617880575009049651540542488012462620838062695768706206379353874708192030558145196883554143830445141774600239433939851535356952718964797425641756264095315255633118229069396464633555783254016.000000
12.312312 -2164733970013343188087648178311898413646154110205207164476170490705883678243366487055816320272970590719383803800049998794120520748961446301151472205158961691690724915141741521557374006335206170401513106739036160.000000 222384137451592173846789218597193619371075799230659883072097954909537010345425102979094955778141220754816300767208076066703358672093447811066813289419830979265495971955227135835876875761035387904819014520360927232.000000
12.612613 133597465815503693895364100851228755206855706834758996905209778576453011191473846225177620959230987245809600478951249293468150650085936388739341584364397224455104608247100147255052223583101918508137960091496218624.000000 -13092199546293308465763965799979837775224861861386794950171913369265483883798035688178328465300340677870695890661295591379785637514289103142896048160181794800859724054098163183301795724399784263654458076597336408064.000000
12.912913 -7865347644656685193413324917479986783514194580778914997190776195468392273659510517813120120996292690008107840216845515188678990532988513800803241588872078844526939520992342670815654722717051167689360845787229061120.000000 736121978889765774512132616134078268207483795997831375584364980468350002857157456035997582100675069853489706829942694474369049178086651452792045645564077687128994056994292552574781407016070160543536999739332426203136.000000
13.213213 442248900102311450905311141703750497276045112564770927283554998801503505064053308329745265193488757522240123731390194370109776603484883982651244812071679073309514246423558895305731789401703158825761218389871077359616.000000 -39571909573096989854768873454324304502497707107178995086201826214412100348677344605825480770458027242483066901980614462811676474966593470059638208269061164812779073496083774310820094583023241525485852654350004836630528.000000
13.513514 -23774778004159367767248370808411666785880207229637684912440424318904821489493320355913628391740570823250998996422625101947598233283379036502059739448941496304230538204405998423512814882198037491521929890539859360088064.000000 2035956831644992732171374499553147932824167389091113116942917474273101603957359236337809967227176117998110723814472392763294412976914916033207731982116162726971406375962745408533496207392882066122181281104951287499194368.000000
13.813814 1223239144782980816385087758378894965888412551652961262469537107229060178333690603703526419647500686157403849132294691165152511875155417226542718336949991845794124004855082783752247034646446766934705071059521045784428544.000000 -100349337892933460132504204594445919772528781146845564346286907736528639853194365037703966062585644387836157061496150976465499581788387830458672741658267822182347411058253292285657040285664786795284976690093731899510882304.000000
14.114114 -60293647386372597240228325262399069918373181830156320447028199632188262150272774950923287282700250858986329080284247469848408568862707129187147503779994033701780277604603367511322275293930661164806155018132412431545139200.000000 4742674004482642348755234322147649559584672383158434973221085319430398054220499680705734970210937915675230937870874062946666572541075050343665259869193445456168022304735849224817658523958868357971598779826942248669312712704.000000
14.414414 2849676094689913457722368267026772438050631381777088830334368690490822901140477275019769585703443047839934401514807529556037357191854980896798933142560640145178474396471726808152074169893414859557123152635628744393028009984.000000 -215116540362545615759897640955302711523783022160022934835826233344573651375238769758018674834818638705003789132846096018780845725742215589489185497078016408072620089604054987576690394793173994395488749844478426081940400504832.000000
14.714715 -129259416988254614951085220840499710183313615894713646602256541114279505399311927380974681361695187218611863897554868144666598646029809304984070151929091495821783535202713725549284850506253265075410277308666220354332885254144.000000 9371894304740169906687692518318875058582037249474615045649533290630246260484990143942446934279008307332080780348002557744840008704764955255884134362577391575075615589246567419591405931006818513882263708066478737987308066177024.000000
15.015015 5631615024286983635656518245580979184387154257360383203936638095504328607329527164429040403860381987745219276472539992819739301445884163634814068694449581764308150424172908523297122648418616533952236898671394407467710146412544.000000 -392490488747363669388865000792945508277269072290730088664429961104059836384561274971111952560813662981262257491675703843746997787335456049715322839247306373608155926118752589847737907579953809606310426210772194428175641309347840.000000
15.315315 -235859282688678182136135033215826419497004429147423903997714839371074447323068515469204199715500829275226567298665831026967803731223621933753613481090462706000996588832795241412802057251461316000979637783932265304338469599838208.000000 15812821312066119498136360933383223974683483348325098378405994402826190757445423476202586486617824293714541659155486096994901699421201279366993440494321322764722876806632876254668662987449699052195979711233056315933667923995918336.000000
15.615616 9502821592241174508444942298501497782863603835743137986897616916673613051516627479070781862556291545914037196789549541343425454470983401846002066030309927939915062860382921697681633959606963063130426711748021436015166656457211904.000000 -613316504794710834567929533947424485247344887484641360247178266318436948640923886324747834242413458741922266276924453806084867366944170625535631657414770248291722059315373426852811025540571672441873074068437323821912988269026476032.000000
15.915916 -368594120420653160936671404438707621283597046544002953157054629112202499383560217453951460700209410571175227772895946352097613337052660854180247060247301808490104425753975706041468566071858255985757085771914283613304451274847027200.000000 22917058907422863238203724498742796574022351365222906340284504665915999443250513025837755604147212093554730283312483770999090318176858988054030428745391333138482545856829763053672247549577992740363348236858089461540123525456207020032.000000
16.216216 13773502165389757930007613019026881364582974526502307545801060161789024446064782443139940769681906665315431043164193756756223956848721238111382642594593298647705820251606617710651446356216587810040968635718957186969882907516478685184.000000 -825513327253057700405750617812313412674410788015406378973434323998408391796922053969980184101642061726545498346949738403275355117960225406513974024837107126504073517951114317821814509438671644255622104945204454797355350499834785169408.000000
16.516517 -496172394272407278259707636374891368528023854021705828970697347671784967794218209838232761906748819361850428507609236224881296293018126002191064967842805083303287613696795912793796769418926682143919599234713825542339803218848518242304.000000 28685422399750097878034884900568281220437847483759991361106713823179618804872672192443579601961462896940880619698141942451150335069446905151730583225741490160791716128749771925952753252077044331822835788133042629019050720623991996809216.000000
16.816817 17242255423937221048981167216876782579944826460414218198791773657778704569138658503725835254295868765755725581312407083527972543547055233515347122765332466457604089017329608192624194328264639907319646588315242077796961631846687402098688.000000 -962145966218589208329908709076291506006057158599055961214019640700471513177010445448707527086107884394031847682086900600473489502613773085590662434962555474172205947007454560835690479669037036389656365549531532604406766610691037488742400.000000
17.117117 -578361617570602269665206833218599071098725198222389168196216010834112769723546878060368551520315402530500507066903794270823769346916505970150787741377108128354455297133507235953101712933455490557252584052319398353217009372682953594765312.000000 31169087116935314081828293979267678900864367414273910688452733247239484630527055779664511519110333016497680481127638398131747853093398378301640541689973349616203555562852718611144460081938808511257392639348537661564843332728642768715382784.000000
17.417417 18737414698027729480153990294385800014655790193648034372588080346561537984800784908023983728433807762466482334321656320838424665749506960613384462053725989999545711695475875599788449503769862161982823309476968163682122290922798323616186368.000000 -975803277729410317602177890173387222706798742688382506094212603381244707978853807875925359434418190575557936514914787193614413590543506432662678915647446983376040619397723710909832851109599494963242683249504473354962619392391794159398158336.000000
17.717718 -586646396289889071241418650663364212785661571338434047959093489855272251162359414260920968892125561769406804359370381756093908830195308656902849725457220685286386360777457015413444978416728085420469731987058176648191432947857584494039007232.000000 29539185972100262394700900109440764876094839887317862276270409403738547556454544002215418384263963867819170518303124608620856186839688791203897432754583304097859950151631810048691655818726909196820093315830280555621513874468540474770839306240.000000
18.018018 17759990250794282868092101919449268301938693482103136124320792833653525704868459984363261799396056926522923902810399213577644324329436333382453222351982584242319850087370629347856743156389169455591279539252717180358504737210103369496329715712.000000 -865102599454669647859685112621695129166407121688606218285223885366590179269617850634650323629755953898142830556593623543635894030510761510232861542481270064074043032878740494769131716229486544810081136043216509768617043599201538802060143624192.000000
18.318318 -520167787209905306244210127875466173907366324101493637080617383822424958507994282043891963160423160463294119700394369242051322717722702023466316907024164459371957134040179026634137166951217681298497704895127264571454692187915377228969175678976.000000 24524296490621667331902978173055992779920105057770960236372526796799741761876007170572965545438195981295117393139309154797748559106486388758812784077359747592620286907113428846399344671711315004684060315202189287525783460738763929807978766532608.000000
18.618619 14747067191825368867458140270083389613526845543238786792792888003929390418422557171087372210823075555882264332155320856564367787576377278289124101482616495905522476810373911757032499513317185197520277542688427165771271052328163572185542432915456.000000 -673294341318585122336256008160019022515748591378090280773127267842948261394025016674585242132198345893373253994260841273670286192475844395843525628631198130715250196191239609023620283935894317448889872686119367916799264971781416147752308726300672.000000
18.918919 -404901153564137917471426593136780781458798441092639478372208677320206324033649282931141222695545893504567206489309454254262955178417056479228874003949716940087296619761192105530974073937770241171504176541372436131277722904838467404791608703451136.000000 17910406127291493387570388143625197543594322816528560069788755631627280509206022503440303923615713104963350425356660715171928078614964665870092824134841311122354160697679321064344114346341052733778871058783295335422571792107194712336535473656692736.000000
19.219219 10771747744243773828924676624264747025591007125578161108046664005673026964246870913028013001833973236879114770025560908449178324845155200057153458013023683389956541466470211267318718734236252186763697011018234737550011458806137143857824698296434688.000000 -461853117113061848651629622300795264711941230907182308099372725274294159625882004189459100733482419058813862494849911838777796578767088466941818913429286017455105174470341778877246853159031436386650213157965180941697529755763856216522201859383885824.000000
