# Asset Price (S) | Option Price | Delta (dV/dS)
0.000000 47.561471 -nan
0.300300 -nan -nan
0.600601 -nan -nan
0.900901 -nan -nan
1.201201 -nan -nan
1.501502 -nan -nan
1.801802 -nan -nan
2.102102 -nan -nan
2.402402 -nan -nan
2.702703 -nan -nan
3.003003 -nan -nan
3.303303 -nan -nan
3.603604 -nan -nan
3.903904 -nan -nan
4.204204 -nan -nan
4.504505 -nan -nan
4.804805 -nan -nan
5.105105 -nan -nan
5.405405 -nan -nan
5.705706 -nan -nan
6.006006 -nan -nan
6.306306 -nan -nan
6.606607 -nan -nan
6.906907 -nan -nan
7.207207 -nan -nan
7.507508 -nan -nan
7.807808 -nan -nan
8.108108 -nan -nan
8.408408 -nan -nan
8.708709 -nan -nan
9.009009 -nan -nan
9.309309 -nan -nan
9.609610 -nan -nan
9.909910 -nan -nan
10.210210 -nan -nan
10.510511 -nan -nan
10.810811 -nan -nan
11.111111 -nan -nan
11.411411 -nan -nan
11.711712 -nan -nan
12.012012 -nan -nan
12.312312 -nan -nan
12.612613 -nan -nan
12.912913 -nan -nan
13.213213 -nan -nan
13.513514 -nan -nan
13.813814 -nan -nan
14.114114 -nan -nan
14.414414 -nan -nan
14.714715 -nan -nan
15.015015 -nan -nan
15.315315 -nan -nan
15.615616 -nan -nan
15.915916 -nan -nan
16.216216 -nan -nan
16.516517 -nan -nan
16.816817 -nan -nan
17.117117 -nan -nan
17.417417 -nan -nan
17.717718 -nan -nan
18.018018 -nan -nan
18.318318 -nan -nan
18.618619 -nan -nan
18.918919 -nan -nan
19.219219 -nan -nan
19.519520 -nan -nan
19.819820 -nan -nan
20.120120 -nan -nan
20.420420 -nan -nan
20.720721 -nan -nan
21.021021 -nan -nan
21.321321 -nan -nan
21.621622 -nan -nan
21.921922 -nan -nan
22.222222 -nan -nan
22.522523 -nan -nan
22.822823 -nan -nan
23.123123 -nan -nan
23.423423 -nan -nan
23.723724 -nan -nan
24.024024 -nan -nan
24.324324 -nan -nan
24.624625 -nan -nan
24.924925 -nan -nan
25.225225 -nan -nan
25.525526 -nan -nan
25.825826 -nan -nan
26.126126 -nan -nan
26.426426 -nan -nan
26.726727 -nan -nan
27.027027 -nan -nan
27.327327 -nan -nan
27.627628 -nan -nan
27.927928 -nan -nan
28.228228 -nan -nan
28.528529 -nan -nan
28.828829 -nan -nan
29.129129 -nan -nan
29.429429 -nan -nan
29.729730 -nan -nan
30.030030 -nan -nan
30.330330 -nan -nan
30.630631 -nan -nan
30.930931 -nan -nan
31.231231 -nan -nan
31.531532 -nan -nan
31.831832 -nan -nan
32.132132 -nan -nan
32.432432 -nan -nan
32.732733 -nan -nan
33.033033 -nan -nan
33.333333 -nan -nan
33.633634 -nan -nan
33.933934 -nan -nan
34.234234 -nan -nan
34.534535 -nan -nan
34.834835 -nan -nan
35.135135 -nan -nan
35.435435 -nan -nan
35.735736 -nan -nan
36.036036 -nan -nan
36.336336 -nan -nan
36.636637 -nan -nan
36.936937 -nan -nan
37.237237 -nan -nan
37.537538 -nan -nan
37.837838 -nan -nan
38.138138 -nan -nan
38.438438 -nan -nan
38.738739 -nan -nan
39.039039 -nan -nan
39.339339 -nan -nan
39.639640 -nan -nan
39.939940 -nan -nan
40.240240 -nan -nan
40.540541 -nan -nan
40.840841 -nan -nan
41.141141 -nan -nan
41.441441 -nan -nan
41.741742 -nan -nan
42.042042 -nan -nan
42.342342 -nan -nan
42.642643 -nan -nan
42.942943 -nan -nan
43.243243 -nan -nan
43.543544 -nan -nan
43.843844 -nan -nan
44.144144 -nan -nan
44.444444 -nan -nan
44.744745 -nan -nan
45.045045 -nan -nan
45.345345 -nan -nan
45.645646 -nan -nan
45.945946 -nan -nan
46.246246 -nan -nan
46.546547 -nan -nan
46.846847 -nan -nan
47.147147 -nan -nan
47.447447 -nan -nan
47.747748 -nan -nan
48.048048 -nan -nan
48.348348 -nan -nan
48.648649 -nan -nan
48.948949 -nan -nan
49.249249 -nan -nan
49.549550 -nan -nan
49.849850 -nan -nan
50.150150 -nan -nan
50.450450 -nan -nan
50.750751 -nan -nan
51.051051 -nan -nan
51.351351 -nan -nan
51.651652 -nan -nan
51.951952 -nan -nan
52.252252 -nan -nan
52.552553 -nan -nan
52.852853 -nan -nan
53.153153 -nan -nan
53.453453 -nan -nan
53.753754 -nan -nan
54.054054 -nan -nan
54.354354 -nan -nan
54.654655 -nan -nan
54.954955 -nan -nan
55.255255 -nan -nan
55.555556 -nan -nan
55.855856 -nan -nan
56.156156 -nan -nan
56.456456 -nan -nan
56.756757 -nan -nan
57.057057 -nan -nan
57.357357 -nan -nan
57.657658 -nan -nan
57.957958 -nan -nan
58.258258 -nan -nan
58.558559 -nan -nan
58.858859 -nan -nan
59.159159 -nan -nan
59.459459 -nan -nan
59.759760 -nan -nan
60.060060 -nan -nan
60.360360 -nan -nan
60.660661 -nan -nan
60.960961 -nan -nan
61.261261 -nan -nan
61.561562 -nan -nan
61.861862 -nan -nan
62.162162 -nan -nan
62.462462 -nan -nan
62.762763 -nan -nan
63.063063 -nan -nan
63.363363 -nan -nan
63.663664 -nan -nan
63.963964 -nan -nan
64.264264 -nan -nan
64.564565 -nan -nan
64.864865 -nan -nan
65.165165 -nan -nan
65.465465 -nan -nan
65.765766 -nan -nan
66.066066 -nan -nan
66.366366 -nan -nan
66.666667 -nan -nan
66.966967 -nan -nan
67.267267 -nan -nan
67.567568 -nan -nan
67.867868 -nan -nan
68.168168 -nan -nan
68.468468 -nan -nan
68.768769 -nan -nan
69.069069 -nan -nan
69.369369 -nan -nan
69.669670 -nan -nan
69.969970 -nan -nan
70.270270 -nan -nan
70.570571 -nan -nan
70.870871 -nan -nan
71.171171 -nan -nan
71.471471 -nan -nan
71.771772 -nan -nan
72.072072 -nan -nan
72.372372 -nan -nan
72.672673 -nan -nan
72.972973 -nan -nan
73.273273 -nan -nan
73.573574 -nan -nan
73.873874 -nan -nan
74.174174 -nan -nan
74.474474 -nan -nan
74.774775 0.000000 -nan
75.075075 0.000000 0.000000
75.375375 0.000000 0.000000
75.675676 0.000000 0.000000
75.975976 0.000000 0.000000
76.276276 0.000000 0.000000
76.576577 0.000000 0.000000
76.876877 0.000000 0.000000
77.177177 0.000000 0.000000
77.477477 0.000000 0.000000
77.777778 0.000000 0.000000
78.078078 0.000000 0.000000
78.378378 0.000000 0.000000
78.678679 0.000000 0.000000
78.978979 0.000000 0.000000
79.279279 0.000000 0.000000
79.579580 0.000000 0.000000
79.879880 0.000000 0.000000
80.180180 0.000000 0.000000
80.480480 0.000000 0.000000
80.780781 0.000000 0.000000
81.081081 0.000000 0.000000
81.381381 0.000000 0.000000
81.681682 0.000000 0.000000
81.981982 0.000000 0.000000
82.282282 0.000000 0.000000
82.582583 0.000000 0.000000
82.882883 0.000000 0.000000
83.183183 0.000000 0.000000
83.483483 0.000000 0.000000
83.783784 0.000000 0.000000
84.084084 0.000000 0.000000
84.384384 0.000000 0.000000
84.684685 0.000000 0.000000
84.984985 0.000000 0.000000
85.285285 0.000000 0.000000
85.585586 0.000000 0.000000
85.885886 0.000000 0.000000
86.186186 0.000000 0.000000
86.486486 0.000000 0.000000
86.786787 0.000000 0.000000
87.087087 0.000000 0.000000
87.387387 0.000000 0.000000
87.687688 0.000000 0.000000
87.987988 0.000000 0.000000
88.288288 0.000000 0.000000
88.588589 0.000000 0.000000
88.888889 0.000000 0.000000
89.189189 0.000000 0.000000
89.489489 0.000000 0.000000
89.789790 0.000000 0.000000
90.090090 0.000000 0.000000
90.390390 0.000000 0.000000
90.690691 0.000000 0.000000
90.990991 0.000000 0.000000
91.291291 0.000000 0.000000
91.591592 0.000000 0.000000
91.891892 0.000000 0.000000
92.192192 0.000000 0.000000
92.492492 0.000000 0.000000
92.792793 0.000000 0.000000
93.093093 0.000000 0.000000
93.393393 0.000000 0.000000
93.693694 0.000000 0.000000
93.993994 0.000000 0.000000
94.294294 0.000000 0.000000
94.594595 0.000000 0.000000
94.894895 0.000000 0.000000
95.195195 0.000000 0.000000
95.495495 0.000000 0.000000
95.795796 0.000000 0.000000
96.096096 0.000000 0.000000
96.396396 0.000000 0.000000
96.696697 0.000000 0.000000
96.996997 0.000000 0.000000
97.297297 0.000000 0.000000
97.597598 0.000000 0.000000
97.897898 0.000000 0.000000
98.198198 0.000000 0.000000
98.498498 0.000000 0.000000
